IATA,ICAO,Airline,Call sign,Country/Region,Comments
L2,LYC,Lynden Air Cargo,LYNDEN,United States,
,LYD,Lydd Air,LYDDAIR,United Kingdom,
,LYF,Lithuanian Air Force,LITHUANIAN AIRFORCE,Lithuania,safety department
,LYH,Yankee Lima Helicopteres,HELIGUYANE,France,
KG,LYM,Key Lime Air,KEY LIME,United States,
QH,LYN,Air Kyrgyzstan,ALTYN AVIA,Kyrgyzstan,Name changed from Kyrgyzstan
QH,LYN,Kyrgyzstan,ALTYN AVIA,Kyrgyzstan,Name changed to Air Kyrgyzstan
,LYT,Apatas Air,APATAS,Lithuania,
,LYW,Libyan Airlines,LIBYAN AIRWAYS,Libya,
,LYX,Lynx Aviation,LYNX AIR,Pakistan,
,LZA,Lanza Air,AEROLANZA,Spain,
FB,LZB,Bulgaria Air,FLYING BULGARIA,Bulgaria,
,LZF,Lease Fly,SKYLEASE,Portugal,
,LZP,Air Ban,DOC AIR,Bulgaria,
,LZR,Air Lazur,LAZUR BEE-GEE,Bulgaria,
,LZT,Lanzarote Aerocargo,BARAKA,Spain,
M7,MAA,MasAir,MAS CARGA,Mexico,
,MAB,Millardair,MILLARDAIR,Canada,
3O,MAC,Air Arabia Maroc,ARABIA MAROC,Morocco,This ICAO designator was previously used by Malta Air Charter
R5,MAC,Malta Air Charter,MALTA CHARTER,Malta,Defunct?
,MAD,Maple Air Services,MAPLE AIR,Canada,
,MAE,Mali Air,MALI AIREXPRESS,Austria,
,MAF,Mission Aviation Fellowship,MISSI,Indonesia,
MA,MAH,Malév Hungarian Airlines,MALEV,Hungary,defunct
,MAI,Max Avia,MAX AVIA,Kyrgyzstan,
,MAJ,Majestic Airlines,MAGIC AIR,United States,
IN,MAK,MAT Macedonian Airlines,MAKAVIO,Macedonia,Defunct
,MAL,Morningstar Air Express,MORNINGSTAR,Canada,
,MAM,Aeródromo De La Mancha,AEROMAN,Spain,
,MAN,Mannion Air Charter,MANNION,United States,
,MAQ,Mac Aviation,MAC AVIATION,Spain,
,MAR,March Helicopters,MARCH,United Kingdom,
MH,MAS,Malaysia Airlines,MALAYSIAN,Malaysia,
,MAT,Maine Aviation,MAINE-AV,United States,
MK,MAU,Air Mauritius,AIRMAURITIUS,Mauritius,
,MAV,Minoan Air,MINOAN,Greece,
,MAW,Mustique Airways,MUSTIQUE,Barbados,
,MAX,Max-Aviation,MAX AVIATION,Canada,
,MAY,Malta Air,,Malta,2019
,MAZ,Mines Air Services Zambia,MINES,Zambia,
,MBA,Avag Air,AVAG AIR,Austria,
,MBB,Air Manas,AIR MANAS,Kyrgyzstan,
,MBC,Airjet Exploracao Aerea de Carga,MABECO,Angola,
,MBE,Martin-Baker,MARTIN,United Kingdom,
,MBG,Zephyr Aviation,CHALGROVE,United Kingdom,
,MBI,Mountain Bird,MOUNTAIN BIRD,United States,
,MBL,First City Air,FIRST CITY,United Kingdom,
Q3,MBN,Zambian Airways,ZAMBIANA,Zambia,
,MBO,Mobil Oil,MOBIL,Canada,
,MBR,Brazilian Navy Aviation,BRAZILIAN NAVY,Brazil,
,MBS,Mbach Air,MBACHI AIR,Malawi,Ground Services
,MBV,Aeriantur-M,AEREM,Moldova,defunct
,MCB,Air Mercia,WESTMID,United Kingdom,
,MCC,MCC Aviation,DISCOVERY,South Africa,
,MCD,Air Medical,AIR MED,United Kingdom,
,MCE,Marshall Aerospace,MARSHALL,United Kingdom,
,MCF,MAC Fotografica,MAC FOTO,Spain,
,MCG,SOS Helikoptern Gotland,MEDICOPTER,Sweden,
,MCH,McAlpine Helicopters,MACLINE,United Kingdom,
A0,MCJ,Avianca Argentina,JETMAC,Argentina,Owned by Synergy Group
CC,MCK,Macair Airlines,,Australia,
,MCL,Medical Aviation Services,MEDIC,United Kingdom,
,MCM,Heli-Air-Monaco,HELI AIR,Monaco,
,MCN,Mac Dan Aviation Corporation,MAC DAN,United States,
,MCO,Aerolíneas Marcos,MARCOS,Mexico,
,MCP,Marcopolo Airways,MARCOPOLO,Afghanistan,
,MCS,Macedonian Airlines,MACAIR,Greece,
,MCT,Transportación  Aérea Del Mar De Cortés,TRANS CORTES,Mexico,
,MCV,MTC Aviación,MTC AVIACION,Mexico,
,MCX,Cargo Express,MAURICARGO,Mauritania,
,MCY,Ambulance Air Africa,MERCY,South Africa,
AE,MDA,Mandarin Airlines,MANDARIN,Taiwan,
,MDB,Monde Air Charters,MONDEAIR CARGO,United Kingdom,
,MDC,Atlantic Aero and Mid-Atlantic Freight,NIGHT SHIP,United States,
,MDE,Mauritanienne De Transport Aerien,MAURI-TRANS,Mauritania,
,MDF,Mediterranean Air Freight,MED-FREIGHT,Greece,
MD,MDG,Air Madagascar,AIR MADAGASCAR,Madagascar,
,MDH,Madina Air,MADINA AIR,Libya,
,MDJ,Jetran Air,JETRAN AIR,Romania,
RI,MDL,Mandala Airlines,MANDALA,Indonesia,
,MDL,Tigerair  Mandala,MANDALA,Indonesia,"defunct, original airline code  RI"
,MDM,Medavia,MEDAVIA,Malta,
,MDN,Mudan Airlines,,Somali Republic,
,MDR,Compania Mexicana De Aeroplanos,AEROPLANOS,Mexico,
,MDS,McNeely Charter Services,MID-SOUTH,United States,
,MDT,Sundt Air,MIDNIGHT,Norway,
2M,MDV,Moldavian Airlines,MOLDAVIAN,Moldova,
JI,MDW,Midway Airlines (1993–2003),MIDWAY,United States,defunct
ML,MDW,Midway Airlines (1976–1991),MIDWAY,United States,defunct
,MDX,Aerosud Charter,MEDAIR,South Africa,
,MDY,Mediterranean Airways,,Egypt,
ME,MEA,Middle East Airlines,CEDAR JET,Lebanon,
,MEC,Mercury Aircourier Service,MERCAIR,United States,
,MED,Ontario Ministry of Health,MEDICAL,Canada,
,MEE,Elimediterranea,ELIMEDITERRANEA,Italy,
,MEF,Air Meridan,EMPENNAGE,Nigeria,
,MEI,Merlin Airways,AVALON,United States,
,MEJ,Medjet International,MEDJET,United States,
,MEK,Med-Trans of Florida,MED-TRANS,United States,
,MEL,Mega Linhas Aéreas,MEGA AIR,Brazil,
,MEM,Meridian Limited,MERIDIAN CHERRY,Ukraine,
YX,MEP,Midwest Airlines,MIDEX,United States,
,MER,Methow Aviation,METHOW,United States,
XJ,MES,Mesaba Airlines,MESABA,United States,
,MET,Meteorological Research Flight,METMAN,United Kingdom,"METMAN1 callsign currently used by FAAM Airborne Laboratory, operated by Airtask Group"
,MEX,Metro Express,EAGLE EXPRESS,United States,
,MEY,Justair Scandinavia,MELODY,Sweden,
,MFA,Martyn Fiddler Associates,SEAHORSE,United Kingdom,
,MFB,Mountain Flyers 80,MOUNTAINHELI,Switzerland,
,MFC,Moncton Flying Club,EAST WIND,Canada,
,MFL,Aero McFly,MCFLY,Mexico,
,MFR,Midline Air Freight,MIDLINE FREIGHT,United States,
,MFS,Miller Flying Services,MILLER TIME,United States,
,MFT,Multiflight,YORKAIR,,
,MFZ,Mofaz Air,MOFAZ AIR,Malaysia,
,MGA,MG Aviación,MAG AVACION,Spain,
,MGB,Coulson Flying Service,MOCKINGBIRD,United Kingdom,
,MGE,Asia Pacific Airlines,MAGELLAN,United States,
,MGG,Elmagal Aviation Services,ELMAGAL,Sudan,
,MGI,Marghi Air,MARGHI,Nigeria,
,MGK,Mega,MEGLA,Kazakhstan,
OM,MGL,MIAT Mongolian Airlines,MONGOL AIR,Mongolia,
,MGM,Transporte Aero MGM,AERO EMM-GEE-EMM,Mexico,
,MGO,Punto Fa,MANGO,Spain,
,MGR,Magna Air,MAGNA AIR,Austria,
,MGS,Aeromagar,AEROMAGAR,Mexico,
YM,MGX,Montenegro Airlines,MONTENEGRO,Montenegro,"former callsign was ""MONTAIR"""
,MHA,Mountain High Aviation,MOUNTAIN HIGH,United States,
,MHC,Aero Jomacha,AERO JOMACHA,Mexico,
,MHD,Yas Air Kish,YAS AIR,Iran,
,MHF,Maritime Helicopters,AIR MARITIME,United States,Allocated 2014
,MHL,Meridian Airlines,HASSIMAIR,Nigeria,
,MHN,Manhattan Air,MANHATTAN,United Kingdom,
,MHQ,Skargardshavets Helikoptertjanst,HELICARE,Finland,
E9,MHS,Air Memphis,AIR MEMPHIS,Egypt,defunct
,MHU,Air Memphis,MEPHIS UGANDA,Uganda,
M2,MHV,MHS Aviation GmbH,SNOWCAP,Germany,
,MIA,Mauria,MAURIA,Mauritania,
,MIC,Mint Airways,MINT AIRWAYS,Spain,
,MID,Midland Airport Services,,United Kingdom,
,MIE,Aero Premier De Mexico,AEROPREMIER,Mexico,
,MIF,Miras,MIRAS,Kazakhstan,
,MIG,Russian Aircraft Corporation-MiG,MIG AVIA,Russia,
,MIM,Mimino,MIMINO,Russia,
,MIR,Miramichi Air Service,MIRAMICHI,Canada,
,MIS,Midstate Airlines,MIDSTATE,United States,
,MIT,Flight Line,MATCO,United States,
,MIZ,Desarrollo Milaz,MILAZ,Mexico,
,MJB,Magic Blue Airlines,MAGIC BLUE,Netherlands,
,MJC,Mandarin Air,AIR MANDA,China,
,MJF,MJET,EM-EXPRESS,Austria,
,MJL,Jet Line International,MOLDJET,Moldova,
,MJM,Eti 2000,ELCO ETI,Italy,
RS,MJN,Royal Air Force of Oman,MAJAN,Oman,
,MJR,Midamerica Jet,MAJOR,United States,
,MJT,Mex-Jet,MEJETS,Mexico,
,MKA,MK Airline,KRUGER-AIR,Ghana,
P8,MKG,Air Mekong,MEKONG,Vietnam,defunct
,MKH,Air Marrakech Service,AIR MARRAKECH,Morocco,
,MKK,Malaya Aviatsia Dona,AEROKEY,Russia,
,MKL,McCall Aviation,MCCALL,United States,
M8,MKN,Mekong Airlines,MEKONG AIRLINES,Cambodia,Defunct
,MKO,Markoss Aviation,GOSHAWK,United Kingdom,
,MKS,Pimichikamac Air,MIKISEW,Canada,
,MKY,Monky Aerotaxis,MONKY,Mexico,
Q5,MLA,40-Mile Air,MILE-AIR,United States,
,MLB,Manaf International Airways,MANAF,Burundi,
,MLC,Malila Airlift,MALILA,Democratic Republic of the Congo,
9U,MLD,Air Moldova,AIR MOLDOVA,Moldova,
,MLE,Moldaeroservice,MOLDAERO,Moldova,
,MLF,Amal Airlines,AMAL,Djibouti,
,MLG,Malagasy Airlines,,Madagascar,
,MLH,Mahalo Air,MAHALO,United States,
L9,MLI,Air Mali,AIR MALI,Mali,defunct
,MLK,Millennium Air,NIGERJET,Nigeria,
,MLL,Aeroclub de Mallorca,MALLORCA,Spain,
,MLM,Comlux Malta,LUXMALTA,Malta,
,MLN,Air Madeleine,AIR MADELEINE,Canada,
,MLO,Servicios Aéreos Milenio,MILENIO,Mexico,
MJ,MLR,Mihin Lanka,MIHIN LANKA,Sri Lanka,
,MLS,Mall Airways,MALL-AIRWAYS,United States,
DB,MLT,Maleth-Aero,,Malta,
,MLU,Zracno Pristaniste Mali Losinj,MALI LOSINJ,Croatia,
,MLV,Multiservicios Aereos Del Valle,MULTI VALLE,Mexico,
,MLX,Malawi Express,MALAWI EXPRESS,Malawi,
8M,MMA,Myanmar Airways International,MYANMAR,Myanmar,
,MMC,Aermarche,AERMARCHE,Italy,
,MMD,Air Alsie,MERMAID,Denmark,
,MMG,Aereo Ruta Maya,RUTA MAYA,Guatemala,
,MMH,McMahon Helicopter,NIGHT RIDER,United States,2015
,MMI,Italian Navy,ITALIAN NAVY,Italy,
,MMJ,Macau Jet International,MACAUJET,China,
MR,MML,Hunnu Air,TRANS MONGOLIA,Mongolia,
,MMM,Aviation Company Meridian,AVIAMERIDIAN,Russia,
,MMP,AMP Incorporated,AMP-INC,United States,
,MMR,Musrata Air Transport,MUSRATA AIR,Libya,
,MMS,SAAD (A320) Limited,MUSAAD AIR,Cayman Islands,
,MMX,Airmax,PERUMAX,Peru,
MM,MMZ,EuroAtlantic Airways,EUROATLANTIC,Portugal,
MZ,MNA,Merpati Nusantara Airlines,MERPATI,Indonesia,
MB,MNB,MNG Airlines,BLACK SEA,Turkey,
,MNC,MIT Airlines,MUNCIE,Canada,
ZQ,MNE,Air Montenegro,MOUNT EAGLE,Montenegro,
,MNE,Aerolíneas Amanecer,AEROAMANECER,Mexico,
,MNG,Aero Mongolia,AERO MONGOLIA,Mongolia,
,MNH,Monarch Airlines,MONARCH AIR,United States,
,MNI,Aeromilenio,AEROMIL,Mexico,
IM,MNJ,Menajet,MENAJET,Lebanon,
,MNL,Miniliner,MINILINER,Italy,
JE,MNO,Mango,TULCA,South Africa,
,MNR,Mann Air,TEEMOL,United Kingdom,
,MNS,Ministic Air,MINISTIC,Canada,
5M,MNT,Montserrat Airways,MONTSERRAT,Montserrat,
,MNU,Elite Airways,MAINER,United States,
,MNV,Mauritanienne Aerienne Et Navale,NAVALE,Mauritania,
,MNX,Manx Airlines,MANX,United Kingdom,
,MNY,Mooney Aircraft Corporation,MOONEY FLIGHT,United States,
,MNZ,Murmansk Aircompany,MURMAN AIR,Russia,
,MOC,Air Monarch Cargo,MONARCH CARGO,Mexico,
,MOH,Tigerfly,MOTH,United Kingdom,
ZB,MON,Monarch Airlines,MONARCH,United Kingdom,defunct October 2017
,MOP,Aeropublicitaria De Angola,PUBLICITARIA,Angola,
,MOR,Aerolíneas De Morelia,AEROMORELIA,Mexico,
,MOS,Misr Overseas Airways,,Egypt,
NN,MOV,VIM Airlines,MOV AIR,Russia,
,MOW,Mohawk Airlines,MOHAWK AIR,United States,
,MPA,Mid-Pacific Airlines,MID PAC,United States,
,MPC,Mountain Pacific Air,MOUNTAIN PACIFIC,Canada,
A7,MPD,Air Plus Comet,RED COMET,Spain,
MP,MPH,Martinair,MARTINAIR,Netherlands,
,MPI,Mosphil Aero,MOSPHIL,Philippines,
AQ,MPJ,MAP-Management and Planung,MAPJET,Austria,
,MPL,Master Planner,,United States,
,MPO,Transportes Aéreos  Amparo,AMPARO,Mexico,
,MPR,Empire Aviation Services,,Nigeria,
,MPS,Metropolis,METRO REGIONAL,Netherlands,Metropolis Noord 1
,MPT,Miapet-Avia,MIAPET,Armenia,
QO,MPX,Aeromexpress,AEROMEXPRESS,Mexico,
,MQT,Air ITM,MUSKETEER,France,
,MRA,Martinaire,MARTEX,United States,
,MRD,Meridian Air Cargo,MERIDIAN,United States,
,MRE,Namibia Commercial Aviation,MED RESCUE,Namibia,
,MRF,Mauritanienne Air Fret,MAUR-FRET,Mauritania,
,MRG,MANAG'AIR,MANAG'AIR,France,
,MRH,RAF Marham,MARHAM,United Kingdom,Royal Air Force (Marham Flying Training Unit)
,MRI,Servicios Aéreos Moritani,MORITANI,Mexico,
BF,MRK,MarkAir,MARKAIR,United States,1984-1995
,MRK,Markair,MARKAIR,United States,
,MRL,Aeromorelos,AEROMORELOS,Mexico,
,MRM,Aerocharter,MARITIME,Canada,
,MRN,Missions Gouvernemtales Francaises,MARIANNE,France,
,MRO,Morrison Flying Service,MORRISON,United States,
,MRP,Abas,ABAS,Czech Republic,
2G*,MRR,San Juan Airlines,MARINER,United States,
MR,MRT,Air Mauritanie,MIKE ROMEO,Mauritania,
6V,MRW,Mars RK,AVIAMARS,Ukraine,
,MRX,Herman's Markair Express,SPEEDMARK,United States,
,MRY,Air Marine,AIR MARINE,France,
,MRZ,Medical Air Rescue Services,MARS,Zimbabwe,
M4,MSA,Mistral Air,AIRMERCI,Italy,renamed Poste Air Cargo
M4,MSA,Poste Air Cargo,AIRMERCI,Italy,
,MSC,Air Cairo,,Egypt,
,MSF,Minsheng International Jet,MEINSHENG,China,2014
,MSF,Max Sea Food,MAXESA,El Salvador,
,MSG,Servico Aéreo Regional,SAR-REGIONAL,Mozambique,
,MSH,US Marshals Service,MARSHALAIR,United States,US Department of Justice
M9,MSI,Motor Sich Airlines,MOTOR SICH,Ukraine,
,MSJ,Magnum Air,MAGNUM AIR,Philippines,
,MSK,Air Sport,AIR SPORT,Bulgaria,
VB,MSK,Maersk Air UK,BLUESTAR,United Kingdom,"Defunct, later became Duo Airways"
M7,MSL,Marsland Aviation,MARSLANDAIR,Sudan,
,MSM,Aeromas,AEROMAS EXPRESS,Uruguay,
,MSN,Milenium Air Servicios Aereos Integrados,,Mexico,
,MSN,Missionair,MISIONAIR,Spain,
,MSO,Aerolíneas Mesoamericanas,MESO AMERICANAS,Mexico,
,MSP,Servicio De Vigilancia Aérea Del Ministerio De Seguridad Pública,SEGURIDAD,Costa Rica,
,MSQ,Meta Linhas Aéreas,META,Brazil,
MS,MSR,Egyptair,EGYPTAIR,Egypt,
,MSS,Morris Air Service,WASATCH,United States,
,MSV,Aero-Kamov,AERAFKAM,Russia,
,MSW,Master Airways,MASTER AIRWAYS,Serbia,
,MSX,Egyptair Cargo,EGYPTAIR CARGO,Egypt,
,MSY,Massey University School of Aviation,MASSEY,New Zealand,
,MTA,GAK/Mitchell Aero,GAK AVIATION,United States,
,MTB,Aerotaxis Metropolitanos,AEROMETROPOLIS,Mexico,
N4,MTC,Mountain Air Company,MOUNTAIN LEONE,Sierra Leone,
,MTD,MacKnight Airlines,,Australia,
,MTE,Aeromet Línea Aérea,AEROMET,Chile,defunct
,MTG,Servicios Aéreos MTT,,Mexico,
,MTH,Massachusetts Institute of Technology,RESEARCH,United States,
,MTI,Monerrey Air Taxi,MONTERREY AIR,Mexico,
,MTJ,Metrojet,METROJET,Hong Kong,
,MTK,Air Metack,AIRMETACK,Angola,
,MTL,RAF-Avia,MITAVIA,Latvia,
,MTN,Mountain Air Cargo,MOUNTAIN,United States,
,MTO,Marathon Airlines,MARATHON,Greece,
,MTP,Island Helicopters,METROCOPTER,United States,
,MTR,Metroflight,METRO,United States,
,MTS,Med Jets,MED SERVICE,Mexico,2014
,MTS,Mantrust Asahi Airways,MANTRUST,Indonesia,
,MTU,Middle Tennessee State University,BLUE RAIDER,United States,2019
,MTV,Mountain Valley Air Service,MOUNTAIN VALLEY,United States,
,MTX,Multi Taxi,MULTITAXI,Mexico,
,MTY,Air Montegomery,MONTY,United Kingdom,ICAO code no longer allocated
,MTZ,Mali Airways,MALI AIRWAYS,Mali,
,MUA,Murray Air,MURRAY AIR,United States,
,MUI,Trans Air,MAUI,United States,
MW,MUL,Mokulele Airlines,MUKULELE,United States,Callsign and code changed from BUG/SPEEDBUGGY in 2013
,MUN,Aeromundo Ejecutivo,AEROMUNDO,Mexico,
,MUR,Aerolínea Muri,MURI,Mexico,
XV,MVA,Mississippi Valley Airlines,VALAIR,United States,
KV,MVD,Kavminvodyavia,AIR MINVODY,Russia,
,MVG,Moldova,MOLDOVA-STATE,Moldova,
,MVI,Metro Business Aviation,,United Kingdom,
,MVK,Helicopter Training & Hire,MAVRIK,United Kingdom,
H5,MVL,Mavial Magadan Airlines,Mavial,Russia,
,MVM,Air Cargo America,PEGASUS,United States,
,MVN,Marvin Limited,MARVIN,United Kingdom,
,MVR,Maverick Airways,MAV-AIR,United States,
,MVY,VIM-Aviaservice,,Russia,
MY,MWA,Midwest Airlines (Egypt),,Egypt,
MY,MWG,MASwings,MASWINGS,Malaysia,
,MWI,Malawian Airlines 2014,MALAWIAN,Malawi,
WD,MWM,Modern Transporte Aereo De Carga,MODERNAIR,Brazil,
,MWR,Raslan Air Service,RASLAN,Egypt,
,MWS,Malta Wings,MALTA WINGS,Malta,
,MWT,Midwest Aviation Division,MIDWEST,United States,
,MWY,Mauritanienne Airways,MAURITANIENNE,Mauritania,
MX,MXA,Mexicana de Aviación,MEXICANA,Mexico,
,MXB,Mex Blue,MEX BLUE,Mexico,
GJ,MXC,Mexicargo,MEXICARGO,Mexico,defunct
OD,MXD,Malindo Airways,MALINDO EXPRESS,Malaysia,
,MXE,Mocambique Expresso,MOZAMBIQUE EXPRESS,Mozambique,
,MXF,Maximum Flight Advantages,MAXFLIGHT,United States,
MY,MXJ,Maxjet Airways,MAX-JET,United States,Defunct
8M,MXL,Maxair,MAXAIR,Sweden,
,MXO,Aerotaxi Mexicano,MAXAERO,Mexico,
,MXP,May Air Xpress,BEECHNUT,United States,
,MXQ,Transportes  Aéreos Mexiquenses,MEXIQUENSES,Mexico,
,MXS,Millon Express,MILLON EXPRESS,United States,Trading name for Sunrise Airlines allocated in 2014
,MXS,Maxsus-Avia,MAXSUS-AVIA,Uzbekistan,
,MXT,México Transportes Aéreos,TRANSMEX,Mexico,
,MXU,Maximus Air Cargo,CARGO MAX,United Arab Emirates,
,MXX,Merchant Express Aviation,MERCHANT,Nigeria,
MX,MXY,Breeze Airways,MOXY,United States,
,MYA,Myflug,MYFLUG,Iceland,
MW,MYD,Maya Island Air,MYLAND,Belize,
7M,MYI,Mayair,MAYAIR,Mexico,
Z9,MYM,MYAirline,MYAIR,Malaysia,defunct
,MYO,Dominguez Toledo (Grupo Mayoral),MAYORAL,Spain,
,MYP,Mann Yadanarpon Airlines,MANN ROYAL,Myanmar,
,MYS,Aero Yaqui Mayo,AERO YAQUI,Mexico,
VZ,MYT,MyTravel Airways,KESTREL,United Kingdom,"Defunct, callsign now used by Thomas Cook Airlines"
,MYW,MyWay Airlines,MYSKY,Georgia,
,MYX,Smartlynx Airlines Estonia,TALLINN CAT,Estonia,
IH,MZA,Irtysh Air,IRTYSH AIRLINES,Kazakhstan,Old IATA code: IT; old ICAO code: IRT
,MZE,Zenith Aviation (Malta),,Malta,
,MZK,AVC Airlines,,Japan,
,MZL,Aerovías Montes Azules,MONTES AZULES,Mexico,
M2,MZS,Mahfooz Aviation,MAHFOOZ,Gambia,
DN,NAA,Norwegian Air Argentina,NORUEGA,Argentina,subsidiary of Norwegian Air Shuttle (Ceased operations 2019)
,NAB,Mina Airline Company,,Egypt,
NC,NAC,Northern Air Cargo,YUKON,United States,
,NAD,Seulawah Nad Air,SEULAWAH,Indonesia,
9Y,NAE,National Airways Ethiopia,NATIONAL,Ethiopia,
,NAE,Nations Air Express Inc,NATIONS EXPRESS,United States,
,NAF,Royal Netherlands Air Force,NETHERLANDS AIR FORCE,Netherlands,
,NAH,Nahanni Air Services Ltd,NAHANNI,Canada,
,NAI,North Adria Aviation,NORTH-ADRIA,Croatia,
,NAJ,North American Jet Charter Group,JET GROUP,United States,
,NAK,École Nationale de l'Aviation Civile,ENAC SCHOOL,France,Formerly SFA prior to SEFA ATO being absorbed by the École Nationale de l'Aviation Civile.
NA,NAL,National Airlines,NATIONAL,United States,defunct
,NAL,Northway Aviation Ltd,NORTHWAY,Canada,
,NAM,Nortland Air Manitoba,MANITOBA,Canada,
,NAN,National Airlines,NATION AIR,United States,defunct
DH,NAN,Norwegian Air Norway,NORSHIP,Norway,subsidiary of Norwegian Air Shuttle
NA,NAO,North American Airlines,NORTH AMERICAN,United States,
,NAP,Napier Air Service Inc,NAPIER,United States,
,NAR,Air Continental Inc,NIGHT AIR,United States,
UE,NAS,Nasair,NASAIRWAYS,Eritrea,
,NAT,North Atlantic Air Inc,MASS AIR,United States,
,NAU,Antanik-Air,ANTANIK,Ukraine,
,NAU,Danaus Lineas Aereas,DANAUS,Mexico,
,NAV,Nav Flight Planning,NAV DISPATCH,Czech Republic,
,NAY,Navegación Servicios Aéreos Canarios S.A.,NAYSA,Spain,
,NAZ,Servicios Aéreos del Nazas S.A. de C.V.,NAZAS,Mexico,
,NBE,Novosibirsk Aviaenterprise,NAKAIR,Russia,
F4,NBK,Albarka Air,AL-AIR,Nigeria,
,NBL,Nobil Air,NOBIL AIR,Moldova,
,NBN,North British Airlines,TEESAIR,United Kingdom,
,NBR,Haughey Air,NORBROOK,United Kingdom,
,NBS,Nimbus Aviation,NIMBUS,United Kingdom,
N0,NBT,Norse Atlantic Airways,LONGSHIP,Norway,
KZ,NCA,Nippon Cargo Airlines,NIPPON CARGO,Japan,
,NCB,North Caribou Flying Service Ltd,NORTH CARIBOU,Canada,
N/A,NCC,"T3 Aviation, Inc.",STARFLEET,United States,2020
,NCE,Northcoast Executive Airlines,TOP HAT,United States,
,NCF,Norfolk County Flight College,COUNTY,United Kingdom,
,NCG,Nederlandse Kustwacht,NETHERLANDS COASTGUARD,Netherlands,
,NCH,Chanchangi Airlines,CHANCHANGI,Nigeria,
,NCL,ACA (Ancargo Air),ANCARGO AIR,Angola,defunct
,NCM,Nas Air,AIR BANE,Angola,
N4,NCN,National Airlines,,Chile,
,NCN,Nicon Airways,NICON AIRWAYS,Nigeria,Ceased operations 2007
,NCO,Natalco Air Lines,NATALCO,São Tomé and Príncipe,
,NCP,Capital Airlines Limited,CAPITAL SHUTTLE,Nigeria,
N8,NCR,National Air Cargo dba National Airlines,NATIONAL CARGO,United States,
,NCS,Simpson Air Ltd,COMMUTER-CANADA,Canada,
XW,NCT,NokScoot,BIG BIRD,Thailand,
,NCT,Pete Air,PETE AIR,Thailand,2014
,NDA,Northern Airways,NORTHERN DAKOTA,United States,
LF,NDC,FlyNordic,NORDIC,Sweden,defunct
,NDF,Namibian Defence Force,NAMIBIAN AIR FORCE,Namibia,
,NDS,Nordstree (Australia),,Australia,
,NDU,University of North Dakota,SIOUX,United States,
EJ,NEA,New England Airlines,NEW ENGLAND,United States,
,NEB,State of Nebraska,NEBRASKA,United States,
,NEC,Necon Air,NECON AIR,Nepal,
,NEE,Northeast Airlines,NORTHEAST,United States,
,NEF,Nord-Flyg,NORDEX,Sweden,
,NEG,Línea Aérea de Fumig Aguas Negras,AGUAS NEGRAS,Chile,
,NEJ,Netjets Business Aviation,NET BUSINESS,China,
,NEL,Aero Servicios de Nuevo Laredo,AEROLAREDO,Mexico,
,NEN,North-East Airlines,NORTHEAST SWAN,Nigeria,
,NER,Air Newark,NEWAIR,United States,
JH,NES,Nordeste Linhas Aéreas Regionais,NORDESTE,Brazil,
,NET,Network Aviation Services,NETWORK,Nigeria,
,NEW,Northeastern Aviation,MEADOW FLIGHT,United States,2014
,NEX,Northern Executive Aviation,NEATAX,United Kingdom,
,NEZ,New England Air Express,ENGAIR,United States,
M3,NFA,North Flying,NORTH FLYING,Denmark,
,NFC,North Atlantic Cargo,NORTH ATLANTIC,Norway,
,NFF,Aircraft Support and Services,,Lebanon,ICAO code no longer allocated
,NFL,Northaire Freight Lines,GREAT LAKES,United States,
,NFS,Afrique Cargo Service Senegal,,Senegal,defunct
,NFT,Nefteyugansk Aviation Division,NEFTEAVIA,Russia,
,NGA,Nigeria Airways,NIGERIA,Nigeria,
,NGC,Angoservice,ANGOSERVICE,Angola,
,NGE,Angel Airlines,ANGEL AIR,Thailand,"defunct, ICAO code no longer allocated"
,NGF,Air Charity Network,ANGEL FLIGHT,United States,Re-allocated in 2014 was used by Angel Flight America
,NGF,Angel Flight America,ANGEL FLIGHT,United States,Renamed Air Charity Network in 2014
,NGK,Oriental Air Bridge,ORIENTAL BRIDGE,Japan,
,NGO,Air-Angol,AIR ANGOL,Angola,
,NGP,Air Nigeria,REGAL EAGLE,Nigeria,defunct
,NGR,Nigerian Air Force,NIGERIAN AIRFORCE,Nigeria,
,NGV,Angoavia,ANGOAVIA,Angola,
,NGX,Nigerian Global,AIR GLOBAL,Nigeria,
,NHC,Northern Helicopter,NORTHERN,Germany,
,NHG,NHT Linhas Aéreas,HELGA,Brazil,
,NHK,Federal Aviation Administration,NIGHTHAWK,United States,
,NHL,Northumbria Helicopters,NORTHUMBRIA,United Kingdom,
,NHR,Nuevo Horizonte Internacional,NUEVO HORIZONTE,Mexico,
,NHT,New Heights 291,NEWHEIGHTS,South Africa,
,NHV,NHV Aviation,,Ghana,
,NHZ,Nada Air Service,NADA AIR,Chad,
,NIC,Northern Illinois Commuter,ILLINOIS COMMUTER,United States,
,NID,Aeroni,AERONI,Mexico,
,NIE,Aeroejecutiva Nieto,AERONIETO,Mexico,
AJ,NIG,Aero Contractors,AEROLINE,Nigeria,
IN,NIH,NAM Air,NAM,Indonesia,
6N,NIN,Niger Airlines,NIGER AIRLINES,Niger,
,NIN,Nurman Avia Indopura,NURVINDO,Indonesia,
,NIR,Norsk Flytjeneste,NORSEMAN,Norway,
